year,month,day,hour,Longitude,Latitude
2022,1,20,5,-122.2848,47.666139
2022,1,19,13,-122.347257,47.674617
2022,1,1,17,-122.323121,47.520824
2022,1,22,7,-122.386384,47.585022
2022,1,16,11,-122.322315,47.58992
2022,1,16,15,-122.332986,47.620814
2022,1,16,17,-122.3329,47.708656
2022,1,6,6,-122.3329,47.708656
2022,1,1,6,-122.3329,47.708656
2022,1,6,22,-122.323755,47.598187
2022,1,26,11,-122.322949,47.603588
2022,1,12,16,-122.322949,47.603588
2022,1,10,10,-122.322949,47.603588
2022,1,20,13,-122.322949,47.603588
2022,1,4,22,-122.322949,47.603588
2022,1,17,2,-122.322949,47.603588
2022,1,19,9,-122.322949,47.603588
2022,1,24,16,-122.322949,47.603588
2022,1,2,19,-122.322949,47.603588
2022,1,24,1,-122.293225,47.538902
2022,1,24,0,-122.293225,47.538902
2022,1,12,21,-122.324475,47.615385
2022,1,10,22,-122.412465,47.651471
2022,1,24,21,-122.320875,47.620003
2022,1,10,0,-122.342217,47.65996
2022,1,17,18,-122.342217,47.65996
2022,1,1,7,-122.342217,47.65996
2022,1,31,15,-122.342217,47.65996
2022,1,16,11,-122.357842,47.518705
2022,1,7,19,-122.310161,47.614106
2022,1,21,17,-122.310161,47.614106
2022,1,23,13,-122.310161,47.614106
2022,1,22,18,-122.310161,47.614106
2022,1,1,7,-122.310161,47.614106
2022,1,29,9,-122.310161,47.614106
2022,1,1,13,-122.357799,47.522633
2022,1,2,2,-122.269766,47.508785
2022,1,2,6,-122.300167,47.580994
2022,1,10,18,-122.331417,47.616171
2022,1,30,17,-122.320703,47.664958
2022,1,14,11,-122.320703,47.664958
2022,1,30,15,-122.29517,47.71767
2022,1,12,0,-122.369781,47.676145
2022,1,10,0,-122.302284,47.601601
2022,1,27,14,-122.302284,47.601601
2022,1,10,1,-122.302284,47.601601
2022,1,17,3,-122.302284,47.601601
2022,1,26,6,-122.302284,47.601601
2022,1,13,22,-122.302284,47.601601
2022,1,21,0,-122.302284,47.601601
2022,1,6,13,-122.339208,47.617267
2022,1,27,10,-122.350599,47.614619
2022,1,17,16,-122.397474,47.567724
2022,1,26,23,-122.340648,47.705065
2022,1,26,20,-122.340648,47.705065
2022,1,1,0,-122.355424,47.622103
2022,1,31,17,-122.366095,47.521023
2022,1,12,17,-122.366095,47.521023
2022,1,29,20,-122.366095,47.521023
2022,1,5,13,-122.366095,47.521023
2022,1,27,20,-122.366095,47.521023
2022,1,8,8,-122.366095,47.521023
2022,1,28,20,-122.366095,47.521023
2022,1,27,18,-122.356907,47.640346
2022,1,1,12,-122.393025,47.668654
2022,1,24,23,-122.346913,47.644374
2022,1,15,9,-122.346913,47.644374
2022,1,26,12,-122.378883,47.670212
2022,1,6,1,-122.378883,47.671016
2022,1,10,21,-122.369652,47.550412
2022,1,23,4,-122.333362,47.600882
2022,1,16,3,-122.333319,47.624655
2022,1,19,11,-122.364526,47.524684
2022,1,17,21,-122.364526,47.524684
2022,1,29,9,-122.382354,47.666863
2022,1,28,21,-122.346064,47.665045
2022,1,18,12,-122.414238,47.64769
2022,1,17,19,-122.294955,47.610342
2022,1,6,2,-122.299866,47.599876
2022,1,25,16,-122.299866,47.599876
2022,1,30,19,-122.299866,47.599876
2022,1,18,11,-122.299866,47.599876
2022,1,1,2,-122.299866,47.599876
2022,1,3,4,-122.299866,47.599876
2022,1,20,1,-122.299866,47.599876
2022,1,2,11,-122.299866,47.654542
2022,1,8,18,-122.363086,47.66865
2022,1,8,8,-122.363849,47.702503
2022,1,24,21,-122.363849,47.702503
2022,1,16,23,-122.327516,47.579809
2022,1,4,11,-122.270733,47.565143
2022,1,10,10,-122.270733,47.565143
2022,1,19,10,-122.296223,47.611729
2022,1,22,13,-122.385019,47.642331
2022,1,19,14,-122.32815,47.615985
2022,1,16,13,-122.349492,47.639152
2022,1,8,15,-122.328913,47.613466
2022,1,15,21,-122.328913,47.613466
2022,1,22,23,-122.328913,47.613466
2022,1,16,16,-122.360883,47.649545
2022,1,15,8,-122.308968,47.599239
2022,1,1,12,-122.308968,47.599239
2022,1,3,22,-122.319639,47.599184
2022,1,15,6,-122.319639,47.599184
2022,1,8,14,-122.314685,47.62118
2022,1,28,19,-122.367277,47.518178
2022,1,14,14,-122.367277,47.518178
2022,1,14,21,-122.367277,47.518178
2022,1,28,9,-122.367277,47.518178
2022,1,15,8,-122.367277,47.518178
2022,1,1,11,-122.367277,47.518178
2022,1,27,14,-122.367277,47.518178
2022,1,20,11,-122.367277,47.518178
2022,1,7,22,-122.382773,47.502725
2022,1,1,7,-122.35148,47.625438
2022,1,9,1,-122.341529,47.607075
2022,1,3,14,-122.286143,47.556785
2022,1,19,15,-122.286143,47.556785
2022,1,21,14,-122.344452,47.618022
2022,1,28,22,-122.29258,47.607976
2022,1,4,15,-122.308119,47.560696
2022,1,28,20,-122.31303,47.546515
2022,1,2,6,-122.365579,47.550123
2022,1,12,10,-122.324421,47.674671
2022,1,31,8,-122.324421,47.674671
2022,1,11,17,-122.381924,47.539416
2022,1,18,9,-122.31519,47.671507
2022,1,1,8,-122.310236,47.608031
2022,1,9,12,-122.31015,47.594072
2022,1,21,4,-122.31015,47.594072
2022,1,11,18,-122.347117,47.704334
2022,1,1,5,-122.327301,47.611702
2022,1,29,20,-122.405426,47.642157
2022,1,30,12,-122.405426,47.642157
2022,1,26,14,-122.405426,47.642157
2022,1,2,0,-122.352791,47.624653
2022,1,2,9,-122.352791,47.624653
2022,1,2,22,-122.352791,47.624653
2022,1,30,9,-122.352791,47.624653
2022,1,27,15,-122.337886,47.609851
2022,1,10,4,-122.337886,47.609851
2022,1,27,15,-122.281103,47.710863
2022,1,26,21,-122.373284,47.564155
2022,1,28,19,-122.275343,47.537628
2022,1,17,8,-122.290162,47.604062
2022,1,9,15,-122.399537,47.650592
2022,1,16,9,-122.327892,47.606214
2022,1,3,21,-122.317178,47.554856
2022,1,30,23,-122.312181,47.708526
2022,1,19,5,-122.307227,47.632306
2022,1,3,11,-122.344151,47.611978
2022,1,12,14,-122.3342,47.581895
2022,1,5,7,-122.292999,47.579421
2022,1,12,15,-122.283048,47.540684
2022,1,6,9,-122.331449,47.602813
2022,1,6,11,-122.331449,47.602813
2022,1,15,22,-122.331449,47.602813
2022,1,19,21,-122.331449,47.602813
2022,1,5,11,-122.331449,47.602813
2022,1,20,12,-122.331449,47.602813
2022,1,26,14,-122.310827,47.6633
2022,1,18,20,-122.310827,47.6633
2022,1,24,15,-122.340465,47.610972
2022,1,22,17,-122.340465,47.610972
2022,1,28,15,-122.340465,47.610972
2022,1,22,16,-122.340465,47.610972
2022,1,3,14,-122.340465,47.610972
2022,1,28,9,-122.340465,47.610972
2022,1,6,13,-122.340465,47.610972
2022,1,22,1,-122.340465,47.610972
2022,1,29,15,-122.340465,47.610972
2022,1,25,11,-122.340465,47.610972
2022,1,3,12,-122.340465,47.610972
2022,1,24,7,-122.263103,47.557966
2022,1,6,10,-122.300027,47.640251
2022,1,8,12,-122.363247,47.623753
2022,1,26,19,-122.311375,47.656282
2022,1,2,21,-122.317812,47.657138
2022,1,13,9,-122.312858,47.606496
2022,1,20,8,-122.327677,47.597299
2022,1,10,12,-122.297953,47.71758
2022,1,18,19,-122.303541,47.58541
2022,1,9,21,-122.303541,47.58541
2022,1,7,18,-122.281393,47.65843
2022,1,27,14,-122.281393,47.65843
2022,1,22,15,-122.281393,47.65843
2022,1,20,14,-122.329031,47.531999
2022,1,5,8,-122.387254,47.541328
2022,1,28,13,-122.383063,47.51154
2022,1,22,21,-122.32052,47.70663
2022,1,3,11,-122.356681,47.645816
2022,1,4,10,-122.399365,47.685149
2022,1,14,13,-122.312729,47.640529
2022,1,6,16,-122.333265,47.518658
2022,1,1,17,-122.333265,47.587691
2022,1,13,11,-122.333265,47.587691
2022,1,28,10,-122.344699,47.70533
2022,1,31,8,-122.290538,47.684858
2022,1,13,12,-122.269916,47.541413
2022,1,9,13,-122.269916,47.541413
2022,1,16,9,-122.349524,47.696877
2022,1,18,11,-122.296889,47.545266
2022,1,19,15,-122.296889,47.545266
2022,1,18,2,-122.328902,47.613471
2022,1,7,17,-122.344484,47.683324
2022,1,4,9,-122.304046,47.551088
2022,1,18,18,-122.330342,47.599991
2022,1,3,19,-122.330342,47.599991
2022,1,7,0,-122.330342,47.599991
2022,1,5,10,-122.330342,47.599991
2022,1,19,8,-122.330342,47.599991
2022,1,3,0,-122.330342,47.599991
2022,1,10,8,-122.330342,47.599991
2022,1,29,18,-122.330342,47.599991
2022,1,3,17,-122.330342,47.599991
2022,1,5,12,-122.330342,47.599991
2022,1,6,1,-122.30972,47.661512
2022,1,9,5,-122.321025,47.599191
2022,1,8,1,-122.321025,47.599191
2022,1,4,2,-122.321025,47.599191
2022,1,2,18,-122.321025,47.599191
2022,1,3,10,-122.284778,47.637708
2022,1,13,10,-122.284778,47.637708
2022,1,4,14,-122.296169,47.615299
2022,1,3,23,-122.296169,47.615299
2022,1,29,13,-122.301843,47.702221
2022,1,13,9,-122.327333,47.667175
2022,1,19,15,-122.323056,47.623252
2022,1,17,14,-122.318102,47.603272
2022,1,19,13,-122.360743,47.7024
2022,1,21,5,-122.29244,47.626018
2022,1,18,2,-122.313782,47.589754
2022,1,19,8,-122.313782,47.589754
2022,1,21,16,-122.288206,47.613128
2022,1,7,5,-122.288163,47.552724
2022,1,29,18,-122.319413,47.605346
2022,1,12,8,-122.319413,47.605346
2022,1,1,20,-122.319413,47.605346
2022,1,31,22,-122.319413,47.605346
2022,1,11,17,-122.319413,47.605346
2022,1,27,15,-122.319413,47.605346
2022,1,27,8,-122.319413,47.605346
2022,1,10,6,-122.319413,47.605346
2022,1,15,5,-122.319413,47.605346
2022,1,3,2,-122.319413,47.605346
2022,1,2,4,-122.319413,47.605346
2022,1,19,10,-122.319413,47.605346
2022,1,12,18,-122.319413,47.605346
2022,1,21,13,-122.319413,47.605346
2022,1,16,14,-122.319413,47.605346
2022,1,2,17,-122.387587,47.670261
2022,1,10,15,-122.387587,47.670931
2022,1,15,2,-122.387587,47.669458
2022,1,24,19,-122.299554,47.667995
2022,1,13,14,-122.320853,47.656123
2022,1,31,1,-122.320853,47.656123
2022,1,20,12,-122.332244,47.612071
2022,1,3,11,-122.337155,47.540719
2022,1,20,13,-122.285326,47.699275
2022,1,12,14,-122.410326,47.641872
2022,1,21,19,-122.38475,47.666467
2022,1,9,10,-122.286003,47.613197
2022,1,3,10,-122.364805,47.652452
2022,1,23,10,-122.391101,47.552099
2022,1,11,5,-122.364762,47.701505
2022,1,6,4,-122.364762,47.701505
2022,1,14,9,-122.31865,47.676566
2022,1,25,13,-122.396775,47.663573
2022,1,14,21,-122.386781,47.560997
2022,1,15,21,-122.382547,47.665856
2022,1,10,7,-122.310139,47.61762
2022,1,14,8,-122.310139,47.61762
2022,1,28,5,-122.310139,47.61762
2022,1,7,16,-122.310139,47.617703
2022,1,10,18,-122.310139,47.599233
2022,1,8,4,-122.325764,47.702409
2022,1,13,14,-122.376787,47.685211
2022,1,2,13,-122.299425,47.550955
2022,1,15,15,-122.393175,47.668654
2022,1,5,10,-122.341346,47.609638
2022,1,29,0,-122.320767,47.613247
2022,1,12,2,-122.320767,47.613258
2022,1,27,22,-122.383267,47.645091
2022,1,28,1,-122.320724,47.662004
2022,1,12,15,-122.320724,47.662004
2022,1,6,8,-122.320724,47.662004
2022,1,31,5,-122.320724,47.662004
2022,1,12,9,-122.320724,47.662004
2022,1,3,3,-122.336349,47.648256
2022,1,25,0,-122.284477,47.540664
2022,1,7,19,-122.295148,47.733775
2022,1,29,6,-122.295148,47.733775
2022,1,8,1,-122.321401,47.606955
2022,1,8,5,-122.321401,47.577739
2022,1,31,13,-122.327881,47.616642
2022,1,11,18,-122.252378,47.507937
2022,1,17,8,-122.352608,47.678766
2022,1,22,1,-122.347611,47.619739
2022,1,24,15,-122.353962,47.624576
2022,1,26,19,-122.2766,47.693277
2022,1,1,13,-122.328386,47.54805
2022,1,19,21,-122.334866,47.608228
2022,1,11,22,-122.297856,47.60304
2022,1,6,19,-122.34054,47.614535
2022,1,9,23,-122.34054,47.614535
2022,1,2,1,-122.34054,47.614535
2022,1,15,19,-122.335586,47.603982
2022,1,31,18,-122.309204,47.575087
2022,1,19,20,-122.346171,47.616691
2022,1,28,15,-122.356842,47.624584
2022,1,2,13,-122.356842,47.624584
2022,1,19,8,-122.319789,47.658044
2022,1,5,12,-122.289216,47.567847
2022,1,16,9,-122.286465,47.618909
2022,1,31,23,-122.3908,47.677936
2022,1,29,0,-122.31678,47.609227
2022,1,29,10,-122.31678,47.609477
2022,1,11,13,-122.31678,47.609227
2022,1,1,2,-122.31678,47.609227
2022,1,31,23,-122.31678,47.606203
2022,1,9,21,-122.291204,47.620428
2022,1,21,15,-122.291924,47.583447
2022,1,6,17,-122.371532,47.685079
2022,1,31,18,-122.282693,47.540318
2022,1,7,3,-122.282693,47.540318
2022,1,15,18,-122.282693,47.540318
2022,1,26,9,-122.282693,47.540318
2022,1,2,13,-122.377883,47.690606
2022,1,5,21,-122.377883,47.690707
2022,1,30,21,-122.326817,47.655975
2022,1,9,22,-122.306195,47.705261
2022,1,18,9,-122.280619,47.533235
2022,1,7,16,-122.343119,47.612541
2022,1,26,12,-122.343119,47.612541
2022,1,1,12,-122.290484,47.555159
2022,1,15,3,-122.284724,47.537902
2022,1,9,21,-122.296115,47.719284
2022,1,14,13,-122.322411,47.594989
2022,1,26,16,-122.347901,47.72526
2022,1,31,18,-122.381311,47.58935
2022,1,27,3,-122.345064,47.731129
2022,1,25,15,-122.345064,47.731129
2022,1,18,9,-122.345064,47.731129
2022,1,28,22,-122.345064,47.731129
2022,1,31,1,-122.345064,47.731129
2022,1,5,20,-122.345064,47.731129
2022,1,14,21,-122.345064,47.731129
2022,1,13,14,-122.345064,47.731129
2022,1,25,11,-122.345064,47.731129
2022,1,4,16,-122.345064,47.731129
2022,1,18,0,-122.345064,47.731129
2022,1,7,11,-122.345064,47.731129
2022,1,16,4,-122.345064,47.731129
2022,1,1,15,-122.345064,47.731129
2022,1,12,0,-122.345064,47.731129
2022,1,25,19,-122.345064,47.731129
2022,1,18,18,-122.325968,47.593751
2022,1,14,8,-122.325968,47.593751
2022,1,17,3,-122.325968,47.593751
2022,1,23,3,-122.325968,47.593751
2022,1,1,2,-122.325968,47.593751
2022,1,29,17,-122.325968,47.593751
2022,1,10,14,-122.325968,47.593751
2022,1,24,7,-122.325968,47.593751
2022,1,25,5,-122.325968,47.593751
2022,1,26,20,-122.325968,47.593751
2022,1,12,8,-122.325968,47.593751
2022,1,13,17,-122.325968,47.593751
2022,1,2,23,-122.325968,47.593751
2022,1,3,6,-122.325968,47.593751
2022,1,10,13,-122.325968,47.593751
2022,1,20,12,-122.325968,47.593751
2022,1,30,17,-122.325968,47.593751
2022,1,10,9,-122.325968,47.593751
2022,1,30,21,-122.325968,47.593751
2022,1,5,2,-122.325968,47.593751
2022,1,28,2,-122.325968,47.593751
2022,1,8,5,-122.325968,47.593751
2022,1,5,5,-122.325968,47.591866
2022,1,3,20,-122.325968,47.591866
2022,1,1,1,-122.325968,47.592393
2022,1,4,1,-122.325968,47.592393
2022,1,10,5,-122.325968,47.592393
2022,1,16,0,-122.325968,47.592393
2022,1,3,6,-122.325968,47.592393
2022,1,31,3,-122.325968,47.592393
2022,1,10,17,-122.325968,47.592393
2022,1,8,4,-122.325968,47.592393
2022,1,6,0,-122.325968,47.592393
2022,1,1,18,-122.325968,47.592393
2022,1,19,13,-122.325968,47.592393
2022,1,27,0,-122.325968,47.592393
2022,1,6,6,-122.325968,47.592393
2022,1,31,8,-122.325968,47.592393
2022,1,21,22,-122.325968,47.592393
2022,1,7,0,-122.325968,47.592393
2022,1,5,19,-122.320208,47.630887
2022,1,12,19,-122.387576,47.668679
2022,1,25,13,-122.403964,47.581813
2022,1,31,13,-122.341421,47.608682
2022,1,28,4,-122.341421,47.608682
2022,1,11,21,-122.320842,47.617953
2022,1,20,12,-122.326559,47.626454
2022,1,24,15,-122.320799,47.615235
2022,1,15,0,-122.343624,47.617528
2022,1,2,11,-122.343624,47.617528
2022,1,2,0,-122.327193,47.623133
2022,1,31,23,-122.328676,47.613565
2022,1,22,14,-122.345021,47.727191
2022,1,7,14,-122.381096,47.690798
2022,1,26,21,-122.355563,47.73047
2022,1,14,8,-122.334178,47.601932
2022,1,14,10,-122.334178,47.601932
2022,1,18,23,-122.334178,47.60195
2022,1,6,8,-122.38677,47.567861
2022,1,26,15,-122.303691,47.617175
2022,1,6,8,-122.350566,47.525974
2022,1,10,16,-122.320756,47.608622
2022,1,12,16,-122.320756,47.608622
2022,1,23,5,-122.320756,47.608622
2022,1,18,5,-122.320756,47.608622
2022,1,2,2,-122.320756,47.621987
2022,1,23,11,-122.346246,47.617908
2022,1,14,22,-122.29518,47.717387
2022,1,2,18,-122.352726,47.703627
2022,1,3,12,-122.300897,47.592087
2022,1,6,16,-122.347772,47.731677
2022,1,30,12,-122.347772,47.731677
2022,1,7,0,-122.347772,47.731677
2022,1,10,16,-122.347772,47.731677
2022,1,6,17,-122.347772,47.731677
2022,1,25,8,-122.310762,47.585441
2022,1,26,5,-122.337015,47.613622
2022,1,31,19,-122.327107,47.640338
2022,1,20,17,-122.336929,47.623204
2022,1,22,23,-122.306399,47.661257
2022,1,13,19,-122.265198,47.675882
2022,1,26,7,-122.375293,47.524656
2022,1,9,19,-122.260964,47.497434
2022,1,2,3,-122.339089,47.609488
2022,1,26,22,-122.271635,47.52911
2022,1,7,7,-122.329181,47.602028
2022,1,4,8,-122.344,47.648338
2022,1,13,17,-122.303605,47.585498
2022,1,4,13,-122.278029,47.524258
2022,1,10,12,-122.278029,47.524258
2022,1,22,16,-122.2887,47.681705
2022,1,28,14,-122.373219,47.54666
2022,1,12,13,-122.356745,47.620107
2022,1,29,22,-122.350985,47.649775
2022,1,21,19,-122.289248,47.626175
2022,1,30,19,-122.300639,47.672216
2022,1,1,13,-122.378764,47.569588
2022,1,31,16,-122.378764,47.569588
2022,1,3,22,-122.296319,47.717823
2022,1,6,18,-122.338197,47.606835
2022,1,30,19,-122.338197,47.606835
2022,1,7,8,-122.333963,47.706972
2022,1,3,9,-122.267272,47.552338
2022,1,6,9,-122.313341,47.598245
2022,1,14,9,-122.370758,47.568611
2022,1,23,20,-122.365804,47.568343
2022,1,12,17,-122.315458,47.675813
2022,1,21,7,-122.326806,47.616744
2022,1,5,18,-122.326806,47.616744
2022,1,5,13,-122.254269,47.589223
2022,1,17,12,-122.286239,47.540654
2022,1,23,19,-122.286239,47.540654
2022,1,5,14,-122.286239,47.540654
2022,1,19,10,-122.384137,47.561096
2022,1,27,0,-122.338025,47.610003
2022,1,22,21,-122.338025,47.610003
2022,1,2,8,-122.35365,47.61642
2022,1,7,15,-122.322357,47.604613
2022,1,15,17,-122.322357,47.604613
2022,1,15,16,-122.317403,47.664998
2022,1,4,14,-122.317403,47.664998
2022,1,5,19,-122.317403,47.678741
2022,1,9,2,-122.318166,47.615659
2022,1,6,5,-122.301735,47.664024
2022,1,17,2,-122.301735,47.664024
2022,1,18,1,-122.31736,47.719503
2022,1,24,20,-122.31736,47.719503
2022,1,2,22,-122.31736,47.719503
2022,1,1,5,-122.338702,47.610743
2022,1,18,0,-122.338702,47.610743
2022,1,14,2,-122.338702,47.610743
2022,1,12,22,-122.338702,47.610743
2022,1,27,11,-122.338702,47.610743
2022,1,24,20,-122.338702,47.610743
2022,1,28,21,-122.338702,47.610743
2022,1,23,19,-122.338702,47.610743
2022,1,13,19,-122.338702,47.610743
2022,1,29,7,-122.338702,47.610743
2022,1,25,19,-122.338702,47.610743
2022,1,21,12,-122.338702,47.610743
2022,1,19,18,-122.338702,47.610743
2022,1,23,23,-122.338702,47.610743
2022,1,12,10,-122.28683,47.599646
2022,1,6,10,-122.292547,47.672148
2022,1,20,1,-122.32456,47.679901
2022,1,20,1,-122.32456,47.679901
2022,1,13,15,-122.313803,47.581017
2022,1,7,8,-122.330191,47.611557
2022,1,7,10,-122.330191,47.611557
2022,1,31,21,-122.335908,47.732507
2022,1,2,14,-122.263457,47.670155
2022,1,24,14,-122.347299,47.698722
2022,1,12,20,-122.304572,47.72477
2022,1,15,19,-122.253506,47.512955
2022,1,15,15,-122.269131,47.528889
2022,1,6,14,-122.342302,47.61663
2022,1,13,18,-122.342302,47.648468
2022,1,10,17,-122.373552,47.643451
2022,1,24,11,-122.347213,47.660566
2022,1,7,7,-122.330019,47.706245
2022,1,1,2,-122.387565,47.683599
2022,1,3,13,-122.387565,47.683599
2022,1,11,1,-122.387565,47.683599
2022,1,23,10,-122.335736,47.616385
2022,1,21,6,-122.325828,47.70316
2022,1,1,3,-122.348524,47.612219
2022,1,7,5,-122.360635,47.623717
2022,1,16,16,-122.360635,47.623717
2022,1,20,16,-122.360635,47.623717
2022,1,8,7,-122.376217,47.667162
2022,1,12,15,-122.376217,47.667162
2022,1,1,7,-122.340013,47.608821
2022,1,17,21,-122.339884,47.611802
2022,1,26,2,-122.339884,47.611802
2022,1,26,14,-122.339884,47.611802
2022,1,29,2,-122.339884,47.611802
2022,1,14,23,-122.339884,47.611802
2022,1,26,19,-122.339884,47.611802
2022,1,24,10,-122.339884,47.611802
2022,1,2,8,-122.339884,47.611802
2022,1,9,2,-122.339884,47.611802
2022,1,14,18,-122.341324,47.613838
2022,1,3,11,-122.320745,47.604531
2022,1,23,13,-122.320745,47.604531
2022,1,8,0,-122.342044,47.638204
2022,1,1,12,-122.30008,47.538016
2022,1,31,2,-122.295126,47.582593
2022,1,26,7,-122.317231,47.596687
2022,1,1,16,-122.327096,47.613146
2022,1,20,15,-122.327096,47.613146
2022,1,26,7,-122.327096,47.613146
2022,1,27,6,-122.327096,47.613146
2022,1,21,19,-122.306517,47.663076
2022,1,13,8,-122.301563,47.635337
2022,1,17,5,-122.327816,47.54805
2022,1,24,14,-122.29072,47.701488
2022,1,20,14,-122.29072,47.701488
2022,1,7,20,-122.368845,47.667885
2022,1,27,18,-122.368845,47.667885
2022,1,6,22,-122.328407,47.600035
2022,1,14,16,-122.376045,47.50819
2022,1,4,9,-122.355423,47.62227
2022,1,1,0,-122.314265,47.659808
2022,1,3,16,-122.2936,47.607992
2022,1,12,7,-122.335521,47.615086
2022,1,2,12,-122.283692,47.682321
2022,1,15,13,-122.332007,47.571406
2022,1,31,17,-122.368082,47.568339
2022,1,9,23,-122.368082,47.568339
2022,1,18,0,-122.300628,47.670089
2022,1,10,19,-122.280049,47.701119
2022,1,1,9,-122.363805,47.531878
2022,1,15,18,-122.363805,47.531878
2022,1,31,12,-122.363805,47.531878
2022,1,15,18,-122.363805,47.531878
2022,1,27,14,-122.292117,47.548038
2022,1,19,23,-122.318413,47.667248
2022,1,9,10,-122.301982,47.645548
2022,1,3,7,-122.317607,47.692311
2022,1,16,10,-122.317607,47.69246
2022,1,3,4,-122.390778,47.570018
2022,1,19,6,-122.328955,47.599197
2022,1,23,12,-122.341066,47.622051
2022,1,10,18,-122.392089,47.571804
2022,1,4,20,-122.330266,47.601569
2022,1,20,11,-122.325312,47.623138
2022,1,30,16,-122.320315,47.708576
2022,1,6,0,-122.382815,47.562424
2022,1,12,3,-122.342334,47.626261
2022,1,1,18,-122.316801,47.725193
2022,1,25,5,-122.380021,47.688726
2022,1,8,11,-122.312567,47.716124
2022,1,10,11,-122.333909,47.703624
2022,1,12,8,-122.333909,47.703624
2022,1,23,14,-122.333909,47.703624
2022,1,27,16,-122.354359,47.677068
2022,1,5,0,-122.266326,47.682979
2022,1,19,0,-122.313201,47.658556
2022,1,4,19,-122.379849,47.534196
2022,1,21,21,-122.338691,47.610748
2022,1,29,22,-122.338691,47.610748
2022,1,30,9,-122.369941,47.522847
2022,1,24,13,-122.333694,47.667943
2022,1,15,16,-122.29749,47.622597
2022,1,31,17,-122.345128,47.617499
2022,1,12,4,-122.334414,47.602701
2022,1,16,6,-122.324463,47.61444
2022,1,2,8,-122.350759,47.584283
2022,1,12,10,-122.350759,47.584283
2022,1,9,2,-122.293976,47.717509
2022,1,7,12,-122.284788,47.664888
2022,1,25,15,-122.320906,47.621988
2022,1,1,14,-122.320906,47.621988
2022,1,28,19,-122.320906,47.621988
2022,1,10,15,-122.331577,47.621968
2022,1,20,14,-122.331577,47.621968
2022,1,25,16,-122.342248,47.719572
2022,1,13,17,-122.342248,47.719572
2022,1,9,22,-122.384932,47.667705
2022,1,29,23,-122.285293,47.695269
2022,1,30,19,-122.347793,47.726803
2022,1,31,17,-122.347793,47.726803
2022,1,24,12,-122.347793,47.726803
2022,1,24,0,-122.347793,47.726803
2022,1,22,3,-122.347793,47.726803
2022,1,31,18,-122.347793,47.726803
2022,1,10,17,-122.347793,47.726803
2022,1,27,2,-122.347793,47.726803
2022,1,25,5,-122.347793,47.726803
2022,1,30,14,-122.347793,47.726803
2022,1,20,6,-122.347793,47.726803
2022,1,24,12,-122.286056,47.564112
2022,1,16,9,-122.286013,47.612791
2022,1,30,5,-122.369855,47.54089
2022,1,21,13,-122.312266,47.579351
2022,1,21,14,-122.312266,47.579351
2022,1,2,13,-122.3237,47.60994
2022,1,10,12,-122.3237,47.60994
2022,1,14,15,-122.3237,47.60994
2022,1,27,18,-122.360667,47.528284
2022,1,8,8,-122.386877,47.527123
2022,1,12,17,-122.29533,47.701486
2022,1,13,20,-122.325731,47.608306
2022,1,12,22,-122.325688,47.655905
2022,1,12,12,-122.325688,47.655905
2022,1,6,15,-122.279576,47.713323
2022,1,18,11,-122.326365,47.5982
2022,1,22,14,-122.28021,47.550439
2022,1,18,9,-122.28021,47.550439
2022,1,8,13,-122.327805,47.61393
2022,1,11,9,-122.323571,47.610981
2022,1,25,20,-122.312857,47.606628
2022,1,3,23,-122.334199,47.583295
2022,1,22,2,-122.381794,47.548178
2022,1,6,20,-122.329116,47.612007
2022,1,24,16,-122.293632,47.728275
2022,1,23,17,-122.365997,47.689182
2022,1,17,18,-122.288635,47.724597
2022,1,18,0,-122.289398,47.531005
2022,1,2,2,-122.361763,47.552335
2022,1,18,8,-122.408638,47.639485
2022,1,5,2,-122.325516,47.614216
2022,1,2,22,-122.321325,47.625377
2022,1,13,12,-122.358249,47.721786
2022,1,17,8,-122.343344,47.634815
2022,1,23,22,-122.327676,47.613984
2022,1,11,7,-122.336778,47.610318
2022,1,28,20,-122.35812,47.626721
2022,1,5,15,-122.35812,47.626721
2022,1,30,10,-122.35812,47.626721
2022,1,28,13,-122.316876,47.616623
2022,1,11,18,-122.316876,47.616623
2022,1,6,15,-122.316876,47.616623
2022,1,21,6,-122.380139,47.68503
2022,1,13,16,-122.302777,47.606176
2022,1,10,9,-122.38577,47.573175
2022,1,22,13,-122.277158,47.633432
2022,1,9,18,-122.360957,47.719882
2022,1,3,8,-122.388607,47.650317
2022,1,30,1,-122.269281,47.529001
2022,1,11,23,-122.268475,47.519854
2022,1,25,21,-122.321067,47.724063
2022,1,26,5,-122.264284,47.521679
2022,1,25,23,-122.264284,47.521679
2022,1,31,23,-122.264284,47.521679
2022,1,11,17,-122.264284,47.521679
2022,1,18,20,-122.264284,47.521679
2022,1,20,14,-122.264284,47.521679
2022,1,10,3,-122.264284,47.521679
2022,1,12,14,-122.264284,47.521679
2022,1,24,13,-122.264284,47.521679
2022,1,9,17,-122.35308,47.517348
2022,1,20,10,-122.357991,47.564789
2022,1,14,19,-122.368662,47.524205
2022,1,30,10,-122.296254,47.607997
2022,1,20,14,-122.357948,47.697845
2022,1,25,16,-122.373573,47.675955
2022,1,26,17,-122.327461,47.57142
2022,1,2,6,-122.375056,47.546215
2022,1,15,18,-122.375056,47.546215
2022,1,18,20,-122.375056,47.546215
2022,1,2,16,-122.333812,47.723205
2022,1,30,16,-122.323904,47.552627
